,component_number,conformer_number,charge_method,environment,atom_index,symbol,charge
8845,86,1,resp2_d06,d=0.6,10,,-0.230628415
8846,86,1,resp2_d06,d=0.6,11,,0.140275955
8847,86,1,resp2_d06,d=0.6,12,,0.140275955
8848,86,1,resp2_d06,d=0.6,13,,0.140275955
8849,86,1,resp2_d06,d=0.6,14,,0.166747328
8850,86,1,resp2_d06,d=0.6,15,,0.156203543
8851,86,1,resp2_d06,d=0.6,16,,0.398043423
8852,86,1,resp2_d06,d=0.6,17,,0.156203543
8853,86,1,resp2_d06,d=0.6,18,,0.166747328
0,86,2,am1bcc,openeye,0,C,0.12725
1,86,2,am1bcc,openeye,1,O,-0.440230013
2,86,2,am1bcc,openeye,2,C,0.649240016
3,86,2,am1bcc,openeye,3,O,-0.547219992
4,86,2,am1bcc,openeye,4,C,-0.175679997
5,86,2,am1bcc,openeye,5,C,-0.033190002
6,86,2,am1bcc,openeye,6,C,-0.204820008
7,86,2,am1bcc,openeye,7,C,0.158680006
8,86,2,am1bcc,openeye,8,O,-0.491369993
9,86,2,am1bcc,openeye,9,C,-0.204820008
10,86,2,am1bcc,openeye,10,C,-0.033190002
11,86,2,am1bcc,openeye,11,H,0.050700001
12,86,2,am1bcc,openeye,12,H,0.050700001
13,86,2,am1bcc,openeye,13,H,0.050700001
14,86,2,am1bcc,openeye,14,H,0.159419998
15,86,2,am1bcc,openeye,15,H,0.150030001
16,86,2,am1bcc,openeye,16,H,0.424349993
17,86,2,am1bcc,openeye,17,H,0.150030001
18,86,2,am1bcc,openeye,18,H,0.159419998
0,86,2,atb_conformer,atb,0,C,-0.141000005
1,86,2,atb_conformer,atb,1,O,-0.307000013
2,86,2,atb_conformer,atb,2,C,0.763000009
3,86,2,atb_conformer,atb,3,O,-0.579999986
4,86,2,atb_conformer,atb,4,C,-0.321000012
5,86,2,atb_conformer,atb,5,C,0.014999997
6,86,2,atb_conformer,atb,6,C,-0.308999988
7,86,2,atb_conformer,atb,7,C,0.433999983
8,86,2,atb_conformer,atb,8,O,-0.593999984
9,86,2,atb_conformer,atb,9,C,-0.308999988
10,86,2,atb_conformer,atb,10,C,0.014999997
11,86,2,atb_conformer,atb,11,H,0.112000001
12,86,2,atb_conformer,atb,12,H,0.112000001
13,86,2,atb_conformer,atb,13,H,0.112000001
14,86,2,atb_conformer,atb,14,H,0.101999996
15,86,2,atb_conformer,atb,15,H,0.167999995
16,86,2,atb_conformer,atb,16,H,0.458000002
17,86,2,atb_conformer,atb,17,H,0.167999995
18,86,2,atb_conformer,atb,18,H,0.101999996
0,86,2,atb_lowest,atb,0,C,-0.150000001
1,86,2,atb_lowest,atb,1,O,-0.332999999
2,86,2,atb_lowest,atb,2,C,0.778999989
3,86,2,atb_lowest,atb,3,O,-0.577000017
4,86,2,atb_lowest,atb,4,C,-0.314000005
5,86,2,atb_lowest,atb,5,C,0.009000005
6,86,2,atb_lowest,atb,6,C,-0.310999984
7,86,2,atb_lowest,atb,7,C,0.426000004
8,86,2,atb_lowest,atb,8,O,-0.58600002
9,86,2,atb_lowest,atb,9,C,-0.310999984
10,86,2,atb_lowest,atb,10,C,0.009000005
11,86,2,atb_lowest,atb,11,H,0.117000004
12,86,2,atb_lowest,atb,12,H,0.117000004
13,86,2,atb_lowest,atb,13,H,0.117000004
14,86,2,atb_lowest,atb,14,H,0.105000002
15,86,2,atb_lowest,atb,15,H,0.172999998
16,86,2,atb_lowest,atb,16,H,0.451999997
17,86,2,atb_lowest,atb,17,H,0.172999998
18,86,2,atb_lowest,atb,18,H,0.105000002
0,86,2,resp,vacuum,0,C,-0.093455029
1,86,2,resp,vacuum,1,O,-0.344624717
2,86,2,resp,vacuum,2,C,0.738855561
3,86,2,resp,vacuum,3,O,-0.571535773
4,86,2,resp,vacuum,4,C,-0.080284562
5,86,2,resp,vacuum,5,C,-0.178313688
6,86,2,resp,vacuum,6,C,-0.170480052
7,86,2,resp,vacuum,7,C,0.257553727
8,86,2,resp,vacuum,8,O,-0.525303723
9,86,2,resp,vacuum,9,C,-0.170480052
10,86,2,resp,vacuum,10,C,-0.178313688
11,86,2,resp,vacuum,11,H,0.09885729
12,86,2,resp,vacuum,12,H,0.09885729
13,86,2,resp,vacuum,13,H,0.09885729
14,86,2,resp,vacuum,14,H,0.162492253
15,86,2,resp,vacuum,15,H,0.152257861
16,86,2,resp,vacuum,16,H,0.390309899
17,86,2,resp,vacuum,17,H,0.152257861
18,86,2,resp,vacuum,18,H,0.162492253
0,86,2,resp2,solvated,0,C,-0.243189354
1,86,2,resp2,solvated,1,O,-0.291788891
2,86,2,resp2,solvated,2,C,0.753524241
3,86,2,resp2,solvated,3,O,-0.607787476
4,86,2,resp2,solvated,4,C,-0.091526751
5,86,2,resp2,solvated,5,C,-0.236450043
6,86,2,resp2,solvated,6,C,-0.132750503
7,86,2,resp2,solvated,7,C,0.249060947
8,86,2,resp2,solvated,8,O,-0.551003905
9,86,2,resp2,solvated,9,C,-0.132750503
10,86,2,resp2,solvated,10,C,-0.236450043
11,86,2,resp2,solvated,11,H,0.140028301
12,86,2,resp2,solvated,12,H,0.140028301
13,86,2,resp2,solvated,13,H,0.140028301
14,86,2,resp2,solvated,14,H,0.172460679
15,86,2,resp2,solvated,15,H,0.163568907
16,86,2,resp2,solvated,16,H,0.428968204
17,86,2,resp2,solvated,17,H,0.163568907
18,86,2,resp2,solvated,18,H,0.172460679
0,86,2,resp2,vacuum,0,C,-0.28006898
1,86,2,resp2,vacuum,1,O,-0.254055734
2,86,2,resp2,vacuum,2,C,0.671014515
3,86,2,resp2,vacuum,3,O,-0.521362338
4,86,2,resp2,vacuum,4,C,-0.047691526
5,86,2,resp2,vacuum,5,C,-0.220923654
6,86,2,resp2,vacuum,6,C,-0.121055729
7,86,2,resp2,vacuum,7,C,0.202841655
8,86,2,resp2,vacuum,8,O,-0.457269943
9,86,2,resp2,vacuum,9,C,-0.121055729
10,86,2,resp2,vacuum,10,C,-0.220923654
11,86,2,resp2,vacuum,11,H,0.139455528
12,86,2,resp2,vacuum,12,H,0.139455528
13,86,2,resp2,vacuum,13,H,0.139455528
14,86,2,resp2,vacuum,14,H,0.157687169
15,86,2,resp2,vacuum,15,H,0.142672261
16,86,2,resp2,vacuum,16,H,0.351465672
17,86,2,resp2,vacuum,17,H,0.142672261
18,86,2,resp2,vacuum,18,H,0.157687169
8854,86,2,resp2_d06,d=0.6,0,,-0.257941204
8855,86,2,resp2_d06,d=0.6,1,,-0.276695628
8856,86,2,resp2_d06,d=0.6,2,,0.720520351
8857,86,2,resp2_d06,d=0.6,3,,-0.573217421
8858,86,2,resp2_d06,d=0.6,4,,-0.073992661
8859,86,2,resp2_d06,d=0.6,5,,-0.230239487
8860,86,2,resp2_d06,d=0.6,6,,-0.128072593
8861,86,2,resp2_d06,d=0.6,7,,0.230573231
8862,86,2,resp2_d06,d=0.6,8,,-0.51351032
8863,86,2,resp2_d06,d=0.6,9,,-0.128072593
8864,86,2,resp2_d06,d=0.6,10,,-0.230239487
8865,86,2,resp2_d06,d=0.6,11,,0.139799192
8866,86,2,resp2_d06,d=0.6,12,,0.139799192
8867,86,2,resp2_d06,d=0.6,13,,0.139799192
8868,86,2,resp2_d06,d=0.6,14,,0.166551275
8869,86,2,resp2_d06,d=0.6,15,,0.155210248
8870,86,2,resp2_d06,d=0.6,16,,0.397967191
8871,86,2,resp2_d06,d=0.6,17,,0.155210248
8872,86,2,resp2_d06,d=0.6,18,,0.166551275
0,87,0,atb_lowest,atb,0,C,-0.328999997
1,87,0,atb_lowest,atb,1,N,0.018999999
2,87,0,atb_lowest,atb,2,C,-0.328999997
3,87,0,atb_lowest,atb,3,C,0.428999989
4,87,0,atb_lowest,atb,4,O,-0.574999989
5,87,0,atb_lowest,atb,5,C,0.016
6,87,0,atb_lowest,atb,6,C,-0.151999996
7,87,0,atb_lowest,atb,7,C,-0.101999999
8,87,0,atb_lowest,atb,8,C,-0.138999999
9,87,0,atb_lowest,atb,9,C,-0.101999999
10,87,0,atb_lowest,atb,10,C,-0.151999996
11,87,0,atb_lowest,atb,11,H,0.129999994
12,87,0,atb_lowest,atb,12,H,0.129999994
13,87,0,atb_lowest,atb,13,H,0.129999994
14,87,0,atb_lowest,atb,14,H,0.129999994
15,87,0,atb_lowest,atb,15,H,0.129999994
16,87,0,atb_lowest,atb,16,H,0.129999994
17,87,0,atb_lowest,atb,17,H,0.123000003
18,87,0,atb_lowest,atb,18,H,0.128000005
19,87,0,atb_lowest,atb,19,H,0.134000002
20,87,0,atb_lowest,atb,20,H,0.128000005
21,87,0,atb_lowest,atb,21,H,0.123000003
2217,87,0,elf10,openeye,0,C,0.079060004
2218,87,0,elf10,openeye,2,C,0.079060004
2219,87,0,elf10,openeye,3,C,0.669770003
2220,87,0,elf10,openeye,5,C,-0.135470003
2221,87,0,elf10,openeye,6,C,-0.093259997
2222,87,0,elf10,openeye,7,C,-0.137079999
2223,87,0,elf10,openeye,8,C,-0.112719997
2224,87,0,elf10,openeye,9,C,-0.137079999
2225,87,0,elf10,openeye,10,C,-0.093259997
2226,87,0,elf10,openeye,11,H,0.042890001
2227,87,0,elf10,openeye,12,H,0.042890001
2228,87,0,elf10,openeye,13,H,0.042890001
2229,87,0,elf10,openeye,14,H,0.042890001
2230,87,0,elf10,openeye,15,H,0.042890001
2231,87,0,elf10,openeye,16,H,0.042890001
2232,87,0,elf10,openeye,17,H,0.145329997
2233,87,0,elf10,openeye,18,H,0.136769995
2234,87,0,elf10,openeye,19,H,0.134169996
2235,87,0,elf10,openeye,20,H,0.136769995
2236,87,0,elf10,openeye,21,H,0.145329997
2237,87,0,elf10,openeye,1,N,-0.478830009
2238,87,0,elf10,openeye,4,O,-0.595899999
0,87,0,resp,vacuum,0,C,-0.161056553
1,87,0,resp,vacuum,1,N,-0.135422015
2,87,0,resp,vacuum,2,C,-0.161056553
3,87,0,resp,vacuum,3,C,0.510906682
4,87,0,resp,vacuum,4,O,-0.552561702
5,87,0,resp,vacuum,5,C,-0.004673806
6,87,0,resp,vacuum,6,C,-0.124041757
7,87,0,resp,vacuum,7,C,-0.160875491
8,87,0,resp,vacuum,8,C,-0.11744029
9,87,0,resp,vacuum,9,C,-0.160875491
10,87,0,resp,vacuum,10,C,-0.124041757
11,87,0,resp,vacuum,11,H,0.080485634
12,87,0,resp,vacuum,12,H,0.080485634
13,87,0,resp,vacuum,13,H,0.080485634
14,87,0,resp,vacuum,14,H,0.080485634
15,87,0,resp,vacuum,15,H,0.080485634
16,87,0,resp,vacuum,16,H,0.080485634
17,87,0,resp,vacuum,17,H,0.141449226
18,87,0,resp,vacuum,18,H,0.14361848
19,87,0,resp,vacuum,19,H,0.138089515
20,87,0,resp,vacuum,20,H,0.14361848
21,87,0,resp,vacuum,21,H,0.141449226
0,87,0,resp2,solvated,0,C,-0.410214773
1,87,0,resp2,solvated,1,N,0.060898446
2,87,0,resp2,solvated,2,C,-0.410214773
3,87,0,resp2,solvated,3,C,0.48754063
4,87,0,resp2,solvated,4,O,-0.634848873
5,87,0,resp2,solvated,5,C,-0.013550061
6,87,0,resp2,solvated,6,C,-0.148082218
7,87,0,resp2,solvated,7,C,-0.143107545
8,87,0,resp2,solvated,8,C,-0.127691857
9,87,0,resp2,solvated,9,C,-0.143107545
10,87,0,resp2,solvated,10,C,-0.148082218
11,87,0,resp2,solvated,11,H,0.152710863
12,87,0,resp2,solvated,12,H,0.152710863
13,87,0,resp2,solvated,13,H,0.152710863
14,87,0,resp2,solvated,14,H,0.152710863
15,87,0,resp2,solvated,15,H,0.152710863
16,87,0,resp2,solvated,16,H,0.152710863
17,87,0,resp2,solvated,17,H,0.143400247
18,87,0,resp2,solvated,18,H,0.144224372
19,87,0,resp2,solvated,19,H,0.138946372
20,87,0,resp2,solvated,20,H,0.144224372
21,87,0,resp2,solvated,21,H,0.143400247
0,87,0,resp2,vacuum,0,C,-0.364517168
1,87,0,resp2,vacuum,1,N,0.011202295
2,87,0,resp2,vacuum,2,C,-0.364517168
3,87,0,resp2,vacuum,3,C,0.426218071
4,87,0,resp2,vacuum,4,O,-0.509432892
5,87,0,resp2,vacuum,5,C,0.022561661
6,87,0,resp2,vacuum,6,C,-0.111201125
7,87,0,resp2,vacuum,7,C,-0.164113964
8,87,0,resp2,vacuum,8,C,-0.100592717
9,87,0,resp2,vacuum,9,C,-0.164113964
10,87,0,resp2,vacuum,10,C,-0.111201125
11,87,0,resp2,vacuum,11,H,0.130728161
12,87,0,resp2,vacuum,12,H,0.130728161
13,87,0,resp2,vacuum,13,H,0.130728161
14,87,0,resp2,vacuum,14,H,0.130728161
15,87,0,resp2,vacuum,15,H,0.130728161
16,87,0,resp2,vacuum,16,H,0.130728161
17,87,0,resp2,vacuum,17,H,0.125904746
18,87,0,resp2,vacuum,18,H,0.134833909
19,87,0,resp2,vacuum,19,H,0.123861818
20,87,0,resp2,vacuum,20,H,0.134833909
21,87,0,resp2,vacuum,21,H,0.125904746
8951,87,0,resp2_d06,d=0.6,0,,-0.391935731
8952,87,0,resp2_d06,d=0.6,1,,0.041019985
8953,87,0,resp2_d06,d=0.6,2,,-0.391935731
8954,87,0,resp2_d06,d=0.6,3,,0.463011606
8955,87,0,resp2_d06,d=0.6,4,,-0.58468248
8956,87,0,resp2_d06,d=0.6,5,,0.000894627
8957,87,0,resp2_d06,d=0.6,6,,-0.13332978
8958,87,0,resp2_d06,d=0.6,7,,-0.151510112
8959,87,0,resp2_d06,d=0.6,8,,-0.116852201
8960,87,0,resp2_d06,d=0.6,9,,-0.151510112
8961,87,0,resp2_d06,d=0.6,10,,-0.13332978
8962,87,0,resp2_d06,d=0.6,11,,0.143917782
8963,87,0,resp2_d06,d=0.6,12,,0.143917782
8964,87,0,resp2_d06,d=0.6,13,,0.143917782
8965,87,0,resp2_d06,d=0.6,14,,0.143917782
8966,87,0,resp2_d06,d=0.6,15,,0.143917782
8967,87,0,resp2_d06,d=0.6,16,,0.143917782
8968,87,0,resp2_d06,d=0.6,17,,0.136402047
8969,87,0,resp2_d06,d=0.6,18,,0.140468187
8970,87,0,resp2_d06,d=0.6,19,,0.13291255
8971,87,0,resp2_d06,d=0.6,20,,0.140468187
8972,87,0,resp2_d06,d=0.6,21,,0.136402047
0,87,1,am1bcc,openeye,0,C,0.079060004
1,87,1,am1bcc,openeye,1,N,-0.478830009
2,87,1,am1bcc,openeye,2,C,0.079060004
3,87,1,am1bcc,openeye,3,C,0.669770003
4,87,1,am1bcc,openeye,4,O,-0.595899999
5,87,1,am1bcc,openeye,5,C,-0.135470003
6,87,1,am1bcc,openeye,6,C,-0.093259997
7,87,1,am1bcc,openeye,7,C,-0.137079999
8,87,1,am1bcc,openeye,8,C,-0.112719997
9,87,1,am1bcc,openeye,9,C,-0.137079999
10,87,1,am1bcc,openeye,10,C,-0.093259997
11,87,1,am1bcc,openeye,11,H,0.042890001
12,87,1,am1bcc,openeye,12,H,0.042890001
13,87,1,am1bcc,openeye,13,H,0.042890001
14,87,1,am1bcc,openeye,14,H,0.042890001
15,87,1,am1bcc,openeye,15,H,0.042890001
16,87,1,am1bcc,openeye,16,H,0.042890001
17,87,1,am1bcc,openeye,17,H,0.145329997
18,87,1,am1bcc,openeye,18,H,0.136769995
19,87,1,am1bcc,openeye,19,H,0.134169996
20,87,1,am1bcc,openeye,20,H,0.136769995
21,87,1,am1bcc,openeye,21,H,0.145329997
0,87,1,atb_conformer,atb,0,C,-0.328999997
1,87,1,atb_conformer,atb,1,N,0.018999999
2,87,1,atb_conformer,atb,2,C,-0.328999997
3,87,1,atb_conformer,atb,3,C,0.428999989
4,87,1,atb_conformer,atb,4,O,-0.574999989
5,87,1,atb_conformer,atb,5,C,0.016
6,87,1,atb_conformer,atb,6,C,-0.151999996
7,87,1,atb_conformer,atb,7,C,-0.101999999
8,87,1,atb_conformer,atb,8,C,-0.138999999
9,87,1,atb_conformer,atb,9,C,-0.101999999
10,87,1,atb_conformer,atb,10,C,-0.151999996
11,87,1,atb_conformer,atb,11,H,0.129999994
12,87,1,atb_conformer,atb,12,H,0.129999994
13,87,1,atb_conformer,atb,13,H,0.129999994
14,87,1,atb_conformer,atb,14,H,0.129999994
15,87,1,atb_conformer,atb,15,H,0.129999994
16,87,1,atb_conformer,atb,16,H,0.129999994
17,87,1,atb_conformer,atb,17,H,0.123000003
18,87,1,atb_conformer,atb,18,H,0.128000005
19,87,1,atb_conformer,atb,19,H,0.134000002
20,87,1,atb_conformer,atb,20,H,0.128000005
21,87,1,atb_conformer,atb,21,H,0.123000003
0,87,1,atb_lowest,atb,0,C,-0.328999997
1,87,1,atb_lowest,atb,1,N,0.018999999
2,87,1,atb_lowest,atb,2,C,-0.328999997
3,87,1,atb_lowest,atb,3,C,0.428999989
4,87,1,atb_lowest,atb,4,O,-0.574999989
5,87,1,atb_lowest,atb,5,C,0.016
6,87,1,atb_lowest,atb,6,C,-0.151999996
7,87,1,atb_lowest,atb,7,C,-0.101999999
8,87,1,atb_lowest,atb,8,C,-0.138999999
9,87,1,atb_lowest,atb,9,C,-0.101999999
10,87,1,atb_lowest,atb,10,C,-0.151999996
11,87,1,atb_lowest,atb,11,H,0.129999994
12,87,1,atb_lowest,atb,12,H,0.129999994
13,87,1,atb_lowest,atb,13,H,0.129999994
14,87,1,atb_lowest,atb,14,H,0.129999994
15,87,1,atb_lowest,atb,15,H,0.129999994
16,87,1,atb_lowest,atb,16,H,0.129999994
17,87,1,atb_lowest,atb,17,H,0.123000003
18,87,1,atb_lowest,atb,18,H,0.128000005
19,87,1,atb_lowest,atb,19,H,0.134000002
20,87,1,atb_lowest,atb,20,H,0.128000005
21,87,1,atb_lowest,atb,21,H,0.123000003
0,87,1,resp,vacuum,0,C,-0.161056553
1,87,1,resp,vacuum,1,N,-0.135422015
2,87,1,resp,vacuum,2,C,-0.161056553
3,87,1,resp,vacuum,3,C,0.510906682
4,87,1,resp,vacuum,4,O,-0.552561702
5,87,1,resp,vacuum,5,C,-0.004673806
6,87,1,resp,vacuum,6,C,-0.124041757
7,87,1,resp,vacuum,7,C,-0.160875491
8,87,1,resp,vacuum,8,C,-0.11744029
9,87,1,resp,vacuum,9,C,-0.160875491
10,87,1,resp,vacuum,10,C,-0.124041757
11,87,1,resp,vacuum,11,H,0.080485634
12,87,1,resp,vacuum,12,H,0.080485634
13,87,1,resp,vacuum,13,H,0.080485634
14,87,1,resp,vacuum,14,H,0.080485634
15,87,1,resp,vacuum,15,H,0.080485634
16,87,1,resp,vacuum,16,H,0.080485634
17,87,1,resp,vacuum,17,H,0.141449226
18,87,1,resp,vacuum,18,H,0.14361848
19,87,1,resp,vacuum,19,H,0.138089515
20,87,1,resp,vacuum,20,H,0.14361848
21,87,1,resp,vacuum,21,H,0.141449226
0,87,1,resp2,solvated,0,C,-0.410214773
1,87,1,resp2,solvated,1,N,0.060898446
2,87,1,resp2,solvated,2,C,-0.410214773
3,87,1,resp2,solvated,3,C,0.48754063
4,87,1,resp2,solvated,4,O,-0.634848873
5,87,1,resp2,solvated,5,C,-0.013550061
6,87,1,resp2,solvated,6,C,-0.148082218
7,87,1,resp2,solvated,7,C,-0.143107545
8,87,1,resp2,solvated,8,C,-0.127691857
9,87,1,resp2,solvated,9,C,-0.143107545
10,87,1,resp2,solvated,10,C,-0.148082218
11,87,1,resp2,solvated,11,H,0.152710863
12,87,1,resp2,solvated,12,H,0.152710863
13,87,1,resp2,solvated,13,H,0.152710863
14,87,1,resp2,solvated,14,H,0.152710863
15,87,1,resp2,solvated,15,H,0.152710863
16,87,1,resp2,solvated,16,H,0.152710863
17,87,1,resp2,solvated,17,H,0.143400247
18,87,1,resp2,solvated,18,H,0.144224372
19,87,1,resp2,solvated,19,H,0.138946372
20,87,1,resp2,solvated,20,H,0.144224372
21,87,1,resp2,solvated,21,H,0.143400247
0,87,1,resp2,vacuum,0,C,-0.364517168
1,87,1,resp2,vacuum,1,N,0.011202295
2,87,1,resp2,vacuum,2,C,-0.364517168
3,87,1,resp2,vacuum,3,C,0.426218071
4,87,1,resp2,vacuum,4,O,-0.509432892
5,87,1,resp2,vacuum,5,C,0.022561661
6,87,1,resp2,vacuum,6,C,-0.111201125
7,87,1,resp2,vacuum,7,C,-0.164113964
8,87,1,resp2,vacuum,8,C,-0.100592717
9,87,1,resp2,vacuum,9,C,-0.164113964
10,87,1,resp2,vacuum,10,C,-0.111201125
11,87,1,resp2,vacuum,11,H,0.130728161
12,87,1,resp2,vacuum,12,H,0.130728161
13,87,1,resp2,vacuum,13,H,0.130728161
14,87,1,resp2,vacuum,14,H,0.130728161
15,87,1,resp2,vacuum,15,H,0.130728161
16,87,1,resp2,vacuum,16,H,0.130728161
17,87,1,resp2,vacuum,17,H,0.125904746
18,87,1,resp2,vacuum,18,H,0.134833909
19,87,1,resp2,vacuum,19,H,0.123861818
20,87,1,resp2,vacuum,20,H,0.134833909
21,87,1,resp2,vacuum,21,H,0.125904746
8973,87,1,resp2_d06,d=0.6,0,,-0.391935731
8974,87,1,resp2_d06,d=0.6,1,,0.041019985
8975,87,1,resp2_d06,d=0.6,2,,-0.391935731
8976,87,1,resp2_d06,d=0.6,3,,0.463011606
8977,87,1,resp2_d06,d=0.6,4,,-0.58468248
8978,87,1,resp2_d06,d=0.6,5,,0.000894627
8979,87,1,resp2_d06,d=0.6,6,,-0.13332978
8980,87,1,resp2_d06,d=0.6,7,,-0.151510112
8981,87,1,resp2_d06,d=0.6,8,,-0.116852201
8982,87,1,resp2_d06,d=0.6,9,,-0.151510112
8983,87,1,resp2_d06,d=0.6,10,,-0.13332978
8984,87,1,resp2_d06,d=0.6,11,,0.143917782
8985,87,1,resp2_d06,d=0.6,12,,0.143917782
8986,87,1,resp2_d06,d=0.6,13,,0.143917782
8987,87,1,resp2_d06,d=0.6,14,,0.143917782
8988,87,1,resp2_d06,d=0.6,15,,0.143917782
8989,87,1,resp2_d06,d=0.6,16,,0.143917782
8990,87,1,resp2_d06,d=0.6,17,,0.136402047
8991,87,1,resp2_d06,d=0.6,18,,0.140468187
8992,87,1,resp2_d06,d=0.6,19,,0.13291255
8993,87,1,resp2_d06,d=0.6,20,,0.140468187
8994,87,1,resp2_d06,d=0.6,21,,0.136402047
0,88,0,atb_lowest,atb,0,C,-0.42899999
1,88,0,atb_lowest,atb,1,C,0.328999997
2,88,0,atb_lowest,atb,2,C,-0.435000002
3,88,0,atb_lowest,atb,3,C,-0.532000005
4,88,0,atb_lowest,atb,4,C,0.31099999
5,88,0,atb_lowest,atb,5,C,-0.164000004
6,88,0,atb_lowest,atb,6,C,0.209999994
7,88,0,atb_lowest,atb,7,C,-0.442000001
8,88,0,atb_lowest,atb,8,C,-0.522000014
9,88,0,atb_lowest,atb,9,C,0.467999995
10,88,0,atb_lowest,atb,10,O,-0.713999986
11,88,0,atb_lowest,atb,11,H,0.119000003
12,88,0,atb_lowest,atb,12,H,0.119000003
13,88,0,atb_lowest,atb,13,H,0.119000003
14,88,0,atb_lowest,atb,14,H,0.116999999
15,88,0,atb_lowest,atb,15,H,0.116999999
16,88,0,atb_lowest,atb,16,H,0.116999999
17,88,0,atb_lowest,atb,17,H,0.171000004
18,88,0,atb_lowest,atb,18,H,-0.020999999
19,88,0,atb_lowest,atb,19,H,-0.020999999
20,88,0,atb_lowest,atb,20,H,0.053
21,88,0,atb_lowest,atb,21,H,0.053
22,88,0,atb_lowest,atb,22,H,0.133000002
23,88,0,atb_lowest,atb,23,H,0.133000002
24,88,0,atb_lowest,atb,24,H,0.133000002
25,88,0,atb_lowest,atb,25,H,0.181999997
26,88,0,atb_lowest,atb,26,H,-0.017
27,88,0,atb_lowest,atb,27,H,-0.017
28,88,0,atb_lowest,atb,28,H,0.430000008
2239,88,0,elf10,openeye,0,C,-0.061955
2240,88,0,elf10,openeye,1,C,-0.112167999
2241,88,0,elf10,openeye,2,C,-0.061955
2242,88,0,elf10,openeye,3,C,-0.172962001
2243,88,0,elf10,openeye,4,C,-0.042298
2244,88,0,elf10,openeye,5,C,-0.04268
2245,88,0,elf10,openeye,6,C,-0.101763
2246,88,0,elf10,openeye,7,C,-0.063429
2247,88,0,elf10,openeye,8,C,-0.173140998
2248,88,0,elf10,openeye,9,C,0.164831999
2249,88,0,elf10,openeye,11,H,0.040640001
2250,88,0,elf10,openeye,12,H,0.040640001
2251,88,0,elf10,openeye,13,H,0.040640001
2252,88,0,elf10,openeye,14,H,0.040640001
2253,88,0,elf10,openeye,15,H,0.040640001
2254,88,0,elf10,openeye,16,H,0.040640001
2255,88,0,elf10,openeye,17,H,0.116429999
2256,88,0,elf10,openeye,18,H,0.047036001
2257,88,0,elf10,openeye,19,H,0.047036001
2258,88,0,elf10,openeye,20,H,0.048565
2259,88,0,elf10,openeye,21,H,0.048565
2260,88,0,elf10,openeye,22,H,0.042234
2261,88,0,elf10,openeye,23,H,0.042234
2262,88,0,elf10,openeye,24,H,0.042234
2263,88,0,elf10,openeye,25,H,0.136015001
2264,88,0,elf10,openeye,26,H,0.026839
2265,88,0,elf10,openeye,27,H,0.026839
2266,88,0,elf10,openeye,28,H,0.397844002
2267,88,0,elf10,openeye,10,O,-0.598192012
0,88,0,resp,vacuum,0,C,-0.18510194
1,88,0,resp,vacuum,1,C,0.190394803
2,88,0,resp,vacuum,2,C,-0.18510194
3,88,0,resp,vacuum,3,C,-0.489977036
4,88,0,resp,vacuum,4,C,0.122439051
5,88,0,resp,vacuum,5,C,-0.056977372
6,88,0,resp,vacuum,6,C,-0.010286365
7,88,0,resp,vacuum,7,C,-0.078540179
8,88,0,resp,vacuum,8,C,-0.345655742
9,88,0,resp,vacuum,9,C,0.352896831
10,88,0,resp,vacuum,10,O,-0.639133594
11,88,0,resp,vacuum,11,H,0.055838939
12,88,0,resp,vacuum,12,H,0.055838939
13,88,0,resp,vacuum,13,H,0.055838939
14,88,0,resp,vacuum,14,H,0.055838939
15,88,0,resp,vacuum,15,H,0.055838939
16,88,0,resp,vacuum,16,H,0.055838939
17,88,0,resp,vacuum,17,H,0.174143722
18,88,0,resp,vacuum,18,H,0.030478092
19,88,0,resp,vacuum,19,H,0.030478092
20,88,0,resp,vacuum,20,H,0.049553656
21,88,0,resp,vacuum,21,H,0.049553656
22,88,0,resp,vacuum,22,H,0.04152713
23,88,0,resp,vacuum,23,H,0.04152713
24,88,0,resp,vacuum,24,H,0.04152713
25,88,0,resp,vacuum,25,H,0.164825708
26,88,0,resp,vacuum,26,H,-0.0087615
27,88,0,resp,vacuum,27,H,-0.0087615
28,88,0,resp,vacuum,28,H,0.383918534
0,88,0,resp2,solvated,0,C,-0.467891063
1,88,0,resp2,solvated,1,C,0.433197346
2,88,0,resp2,solvated,2,C,-0.467891063
3,88,0,resp2,solvated,3,C,-0.684112063
4,88,0,resp2,solvated,4,C,0.275310861
5,88,0,resp2,solvated,5,C,-0.147006221
6,88,0,resp2,solvated,6,C,0.057501915
7,88,0,resp2,solvated,7,C,-0.238694061
8,88,0,resp2,solvated,8,C,-0.406570256
9,88,0,resp2,solvated,9,C,0.304217988
10,88,0,resp2,solvated,10,O,-0.65874158
11,88,0,resp2,solvated,11,H,0.125931844
12,88,0,resp2,solvated,12,H,0.125931844
13,88,0,resp2,solvated,13,H,0.125931844
14,88,0,resp2,solvated,14,H,0.125931844
15,88,0,resp2,solvated,15,H,0.125931844
16,88,0,resp2,solvated,16,H,0.125931844
17,88,0,resp2,solvated,17,H,0.200318018
18,88,0,resp2,solvated,18,H,0.008629166
19,88,0,resp2,solvated,19,H,0.008629166
20,88,0,resp2,solvated,20,H,0.074790646
21,88,0,resp2,solvated,21,H,0.074790646
22,88,0,resp2,solvated,22,H,0.087846296
23,88,0,resp2,solvated,23,H,0.087846296
24,88,0,resp2,solvated,24,H,0.087846296
